"Wish, 2 PP; Status, Normal; 30ft. Ends the user's turn upon using this move. At the end of the user's next turn, the target restores HP equal to half of the user's max HP. The user can target itself with this move."
"Work Up, 30 PP; Status, Normal; Self. Increases the user's Attack and Special Attack by 1 stage."
"Wrap, 20 PP; Physical, Normal; Melee. Deals 1d10 + Attack modifier damage, and for 4 turns, the target and user become unable to switch out or move. The user may deal this move's damage to the target at the end of each of the target's turns."
"Yawn, 10 PP; Status, Normal; 15ft. Make an attack roll using Special Attack. Makes the target drowsy on hit, and at the end of the target's next turn, it falls asleep."
"Alluring Voice, 10 PP; Special, Fairy; 25ft. Deals 3d12 + Special Attack modifier damage, and if the target has had it's stats boosted this turn, it becomes confused."
"Aromatic Mist, 20 PP; Status, Fairy; 20ft. Raises the Special Defense of an ally by 1 stage."
"Baby-Doll Eyes, 20 PP; Status, Fairy; 30ft. Make an attack roll using Special Attack. On hit, lowers the target's Attack by 1 stage, and the move has priority."
"Charm, 20 PP; Status, Fairy; 30ft. Make an attack roll using Special Attack, and on hit, reduces target's Attack by 2 stages."
"Crafty Shield, 5 PP; Status, Fairy; 15ft radius. Protects the user and all allies from a status move. This only blocks the move that Crafty Shield is used on."
"Dazzling Gleam, 10 PP; Special, Fairy; 20ft radius. Make a separate attack on each target, and on hit, deals 4d10 + Special Attack modifier damage."
"Decorate, 10 PP; Special, Fairy; 30ft. Raises the target's Attack and Special Attack by 2 stages, ignoring moves like Protect."
"Disarming Voice, 15 PP; Special, Fairy; 15ft. Automatically hits. Deals 1d12 + Special Attack modifier damage."
"Draining Kiss, 10 PP; Special, Fairy; Melee. Deals 3d12 + Special Attack modifier damage, and user restores HP equal to 75% of the damage dealt."
"Fairy Lock, 3 PP; Status, Fairy; 50ft radius. make a separate attack using Special Attack on each target. On a hit, targets have all of their movement speeds reduced to 0 and cannot be switched out until the end of the next round."
"Fairy Wind, 20 PP; Special, Fairy; 30ft. Deals 2d10 + Special Attack modifier damage."
"Fleur Cannon, 3 PP; Special, Fairy; 50ft line. Make a separate attack on each target. Deals 6d10 + Special Attack modifier damage in a line, and on hit, lower's user's Special Attack by 2 stages on a hit."
"Floral Healing, 1 PP; Status, Fairy; 10ft. Heals the target for 1/2 of its max HP, or 2/3 of its max HP in Grassy Terrain."
"Flower Shield, 10 PP; Status, Fairy; 30ft radius. Raises the Defense of all allied Grass types by 1 stage."
"G-Max Finale; Physical or Special, Fairy; 50ft. Alcremie's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and heals the user and all allies within range for 1/6 of their max HP."
"G-Max Smite; Physical or Special, Fairy; 50ft. Hatterene's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and confuses all foes in range."
"Geomancy, 5 PP; Status, Fairy; Self. User ends its turn upon using this move. On the next turn, increases the user's Special Attack, Special Defense and Speed by 2 stages."
"Guardian of Alola; Special, Fairy; Melee. Tapu Koko, Tapu Lele, Tapu Bulu, and Tapu Fini's Z-Move, using Nature's Madness. Reduces the foe's HP by 75% of its current HP."
"Let's Snuggle Forever; Physical, Fairy; Melee. Mimikyu's Z-Move, using Play Rough. Deals 8d10 + Attack modifier damage, and the target is grappled."
"Light of Ruin, 5 PP; Special, Fairy; 30ft radius. Make a separate attack on each target. Deals 7d10 + Special Attack modifier damage, and user takes recoil equal to 1/2 damage dealt."
"Max Starfall; Physical or Special, Fairy; 50ft. Can only be used while Dynamaxed. Deals 6d10 + Attack or Special Attack modifier, and the user creates Misty Terrain centered on the target."
"Misty Explosion, 5 PP; Special, Fairy; 50ft radius. Make an attack roll on each target in range. Deals 5d10 + Special Attack modifier damage, or 7d10 + Special Attack modifier damage in Misty Terrain, and the user faints. If the move misses a target, it deals half damage instead."
"Misty Terrain, 10 PP; Status, Fairy; 30ft. User creates Misty Terrain centered on the target point in range."
"Moonblast, 10 PP; Special, Fairy; 30ft. Deals 4d12 + Special Attack modifier damage, and on hit, roll a d10. On a 8-10, reduce the target's Special Attack by 1 stage."
"Moonlight, 1 PP; Status, Fairy; Self. In normal weather, restores 1/2 of max HP, in harsh sunlight, restores 2/ 3 of max HP, and restores 1/4 of max HP in other weather."
"Nature's Madness, 10 PP; Special, Fairy; 30ft. The user reduces the target's HP by 50% of its current HP."
"Play Rough, 10 PP; Physical, Fairy; Melee. Deals 4d10 + Attack modifier damage, and on hit, roll a d10. On a 10, reduce the target's Attack by 1 stage."
"Sparkly Swirl, 1 PP; Special, Fairy; 15ft radius. Eevee only. Make an attack roll against all targets in range, dealing 5d10 + Special Attack modifier damage, and on hit, remove all status conditions from the user and allies within range,"
"Spirit Break, 15 PP; Physical, Fairy; Melee. Deals 4d10 + Attack modifier damage and lowers the target's Special Attack by 1 stage."
"Springtide Storm, 5 PP; Special, Fairy; 30ft. Deals 5d12 + Special Attack modifier damage on hit, and on hit, roll a d2, and then a d10. A 1 affects the target and a 2 affects the user. On an 8-10, if the roll was a 1, the target reduces its Special Attack and Special Defense by 1 stage, and if the roll was a 2, the user increases its Special Attack and Special Defense by 1 stage."
"Strange Steam, 10 PP; Special, Fairy; 30ft. Deals 4d12 + Special Attack modifier damage, and on hit, roll a d10. On a 9-10, the target is confused."
"Sweet Kiss, 10 PP; Status, Fairy; 15ft. Make an attack roll using Special Attack. Confuses the target on hit."
"Twinkle Tackle; Physical or Special, Fairy; Melee. Fairy type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Anchor Shot, 15 PP; Physical, Steel; 15ft. Deals 4d10 + Attack modifier damage, and on hit, reduces the foe's movement speeds by half, preventing it from being switched out."
"Autotomize, 15 PP; Status, Steel; Self. Raises the user's Speed by 2 stages and decreases its weight down to the next lowest weight class."
"Behemoth Bash, 5 PP; Physical, Steel; Melee. Deals 6d10 + Attack modifier damage, and damage doubles if target is Dynamaxed or Gigantamaxed."
"Behemoth Blade, 5 PP; Physical, Steel; Melee. Deals 6d10 + Attack modifier damage, and damage doubles if target is Dynamaxed or Gigantamaxed."
"Bullet Punch, 20 PP; Physical, Steel; Melee. Deals 2d10 + Attack modifier damage, and move has priority."
"Corkscrew Crash; Physical or Special, Steel; Melee. Steel type Z-Move. On hit, deals 8d12 + Attack or Special Attack modifier damage."
"Doom Desire, 3 PP; Special, Steel; 15ft radius. Make an attack against a single target in range. On hit, nothing happens on the turn the user uses this move. After 2 rounds, the target and all other targets within a 15ft radius of the target take 6d12 + Special Attack modifier damage."
"Double Iron Bash, 10 PP; Physical, Steel; Melee. Make two separate attacks, dealing 2d12 + Attack modifier damage. For each successful attack, roll a d10. On an 8-10, the target flinches."
"Flash Cannon, 10 PP; Special, Steel; 30ft. Deals 4d10 + Special Attack modifier damage, and on hit, roll a d10. On a 10, decrease the target's Special Defense by 1 stage."
"G-Max Meltdown; Physical or Special, Steel; 50ft. Melmetal's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and treats all foes within range as if they've been hit by the move Torment."
"G-Max Steelsurge; Physical or Special, Steel; 50ft. Copperajah's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and sets up a layer of steel spikes in a 30ft radius around the target. Each target that ends its turn inside of the area or walks into the area takes 1d10 Steel damage."
"Gear Grind, 15 PP; Physical, Steel; Melee. Make two separate attacks, each dealing 2d12 + Attack modifier damage."
"Gear Up, 20 PP; Status, Steel; 15ft radius. Raises Attack and Special Attack by 1 stage, targeting the user and all allies in range with the abilities Plus or Minus."
"Gigaton Hammer, 3 PP; Physical, Steel; Melee. Deals 7d20 + Attack modifier damage to the target, and the move can only be used every other turn."
"Gyro Ball, 5 PP; Physical, Steel; Melee. Deals 6d12 + Attack modifier damage if user has 1-7 Speed, 4d12 + Attack modifier damage if the user has 8-20 Speed, 2d12 + Attack modifier damage if the user has 21-30 Speed or 1d10 + Attack modifier damage if the user has 31-50 Speed."
"Hard Press, 5 PP; Physical, Steel; Melee. Deals 5d10 + Attack modifier damage if target is at full HP, 3d10 + Attack modifier damage if target is above half HP, or 1d12 + Attack modifier damage if the target is below half HP."
"Heavy Slam, 10 PP; Physical, Steel; Melee. Deals 6d12 + Attack modifier damage if user outweighs the target by 1 or 2 more weight classes, 4d10 + Attack modifier damage if the user outweighs the target, 2d12 + Attack modifier damage if the user weighs the same as the target or 1d10 + Attack modifier damage if the user weighs less than the target."
"Iron Defense, 15 PP; Status, Steel; Self. Raises the user's Defense by 2 stages."
"Iron Head, 15 PP; Physical, Steel; Melee. Deals 4d10 + Attack modifier damage, and on hit, roll a d10. On an 8-10, the target flinches."
"Iron Tail, 10 PP; Physical, Steel; 15ft cone. Make a separate attack each target. Deals 5d10 + Attack modifier damage."
"King's Shield, 3 PP; Status, Steel; Self. Uses a reaction to block an attack or move completely when hit. If a foe uses a move that makes contact, lower's target's Attack by 2 stages. If the user is an Aegislash, it changes to Shield Forme. This only blocks the move that King's Shield is used on."
"Magnet Bomb, 5 PP; Physical, Steel; 30ft. Automatically hits. Deals 3d10 + Attack modifier damage."
"Make It Rain, 3 PP; Special, Steel; 25ft radius. Make a separate attack on each target. Deals 5d12 + Special Attack modifier damage and decreases user's Special Attack by 1 stage on hit."
"Max Steelspike; Physical or Special, Steel; 50ft. Steel type max move. Deals 6d10 + Attack or Special Attack modifier damage, and raises the Defense of the user and all allies within range by 1 stage."
"Metal Burst, 3 PP; Physical, Steel; 25ft. As a reaction against taking damage, user deals 1.5x the damage dealt to the user back to the target."
"Metal Claw, 30 PP; Physical, Steel; Melee. Deals 3d10 + Attack modifier damage, and on hit, roll a d10. On a 10, the user's Attack increases by 1 stage."
"Metal Sound, 30 PP; Status, Steel; 20ft. Make a Special Attack based attack roll. On hit, the target's Special Defense is reduced by 2 stages."
"Meteor Mash, 10 PP; Physical, Steel; Melee. Deals 4d12 + Attack modifier damage, and on hit, roll a d10. On a 9-10, the user's Attack increases by 1 stage."
"Mirror Shot, 5 PP; Special, Steel; 20ft. Deals 3d10 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target's next attack is rolled twice and uses the lower result."
"Searing Sunraze Smash; Physical, Steel; Melee. Solgaleo's Z-Move, using Sunsteel Strike. Deals 8d12 + Attack modifier damage, and it ignores abilities"
"Shelter, 10 PP; Status, Steel; Self. Raises the user's Defense and Special Defense by 1 stage."
"Shift Gear, 10 PP; Status, Steel; Self. Raises the user's Speed by 2 stages and Attack by 1 stage."
"Smart Strike, 3 PP; Physical, Steel; Melee. Automatically hits. Deals 3d10 + Attack modifier damage."
"Spin Out, 5 PP; Physical, Steel; 15ft radius. Make a separate attack on each target. On hit, deal 4d12 + Attack modifier damage, and decrease the user's Speed by 2 stages."
"Steel Beam, 3 PP; Special, Steel; 50ft line. Make a separate attack on each target. Deals 7d12 + Special Attack modifier damage and the user takes damage equal to 1/2 of its max HP."
"Steel Roller, 3 PP; Physical, Steel; 15ft radius. Make a separate attack on each target. Deals 5d10 + Attack modifier damage. On hit, clear all terrain within range."
"Steel Wing, 20 PP; Physical, Steel; Melee. Deals 4d10 + Attack modifier damage, and on hit, roll a d10. On a 10, raises the user's Defense by 1 stage."
"Sunsteel Strike, 5 PP; Physical, Steel; Deals 5d12 + Attack modifier damage, and it ignores abilities."
"Tachyon Cutter, 10 PP; Physical, Steel; 10ft. Make two attacks that automatically hit. Deals 2d10 + Attack modifier damage."
"Armor Cannon, 5 PP; Special, Fire; 30ft. Deals 5d12 + Special Attack modifier damage, and on hit, lowers user's Defense and Special Defense by 1 stage."
"Bitter Blade, 3 PP; Physical, Fire; 15ft cone. Make a separate attack on each target. Deals 4d10 + Attack modifier damage, user restores HP equal to half of the damage dealt."
"Blast Burn, 5 PP; Special, Fire; 30ft. Make a separate attack on each target in a 15ft radius of the target. Deals 5d12 + Special Attack modifier damage and forces the user to skip its next turn to recharge."
"Blaze Kick, 10 PP; Physical, Fire; Melee. Deals 4d12 + Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned. This move crits on a 19-20."
"Blue Flare, 5 PP; Special, Fire; 30ft. Deals 6d10 + Special Attack modifier damage, and on hit, roll a d10. On a 9-10, target is burned"
"Burn Up, 5 PP; Special, Fire; 30ft. Deals 5d12 + Special Attack modifier damage, and on hit, the target loses its Fire typing. If the user is frostbitten, it is cured of it."
"Burning Bulwark, 3 PP; Status, Fire; Self. Uses a reaction to block an attack or move completely when hit, and if the target makes contact with the user, it becomes burned. This only blocks the move that Burning Bulwark is used on."
"Burning Jealousy, ; Special, Fire; 15ft radius. make a separate attack on each target. Deals 3d12 + Special Attack modifier damage, and all targets who have had their stats boosted during the current round are burned."
"Ember, 20 PP; Special, Fire ; 30ft. Range, 1d10 + Special Attack modifier damage. On hit, roll a d10. On a 10, the target is Burned."
"Eruption, 5 PP; Special, Fire; 20ft radius. Make a separate attack on each target. Deals 6d10 + Special Attack modifier damage if user is at full HP, 4d12 + Special Attack modifier damage if user is above half HP, or 2d12 + Special Attack modifier damage if user is below half HP."
"Fiery Dance, 10 PP; Special, Fire; 30ft. Deals 4d10 + Special Attack modifier damage, and on hit, roll a d20. On even numbers, the user's Special Attack increases by 1 stage."
"Fire Blast, 5 PP; Special, Fire; 15ft cone. Make a separate attack on each target. Deals 5d12 + Special Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned."
"Fire Fang, 15 PP; Physical, Fire; Melee. Deals 3d10 + Attack modifier damage, and on hit, roll a 2d10. On a 10, on the first die, the target is burned. On a 10, on the second die, the target flinches."
"Fire Lash, 10 PP; Physical, Fire; 15ft cone. Make a separate attack on each target. Deals 5d12 + Attack modifier damage, and on hit, reduce target's Defense by 1 stage."
"Fire Pledge, 5 PP; Special, Fire; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 4d12 + Special Attack modifier damage. As a reaction, when the user uses this move, an individual can use its reaction to use Water Pledge. This nullifies the attack of the user who used Fire Pledge, and the other individual uses Water Pledge to deal 5d12 + Special Attack modifier Water damage, creating a rainbow that increases the chance for additional effects of moves by 2 for 3 rounds."
"Fire Punch, 15 PP; Physical, Fire; Melee. Deals 3d12 + Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned."
"Fire Spin, 10 PP; Special, Fire; 15ft radius. make a separate attack on each target. Deals 1d12 + Special Attack modifier damage, and makes a ring of spinning flames. If an individual moves inside or outside of the ring, it takes 2d6 damage, and on each turn a target stays within the ring, at the end of its turn, it takes 1d6 damage, and individuals in the ring have their movement halved and can't be switched out. The ring lasts d4+1 turns, and the user cannot use Fire Spin again until the current ring disappears."
"Flame Burst, 15 PP; Special, Fire; 30ft. Deals 3d12 + Special Attack modifier damage, and each target within a 10ft radius of the target takes damage equal to 1/2 of the damage dealt to the original target."
"Flame Charge, 20 PP; Physical, Fire; Melee. Deals 2d12 + Attack modifier damage, and on hit, user increases its Speed by 1 stage and increases its movement speeds by 5ft."
"Flame Wheel, 20 PP; Physical, Fire; Melee. Deals 3d10 + Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned. If the user is frostbitten, it is cured of it."
"Flamethrower, 15 PP; Special, Fire; 15ft cone. Make a separate attack on each target. Deals 5d10 + Special Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned."
"Flare Blitz, 10 PP; Physical, Fire; Melee. Deals 5d12 + Attack modifier damage, and user takes recoil equal to 1/3 of the damage dealt. On hit, roll a d10. On a 10, the target is burned. If the user is frostbitten, it is cured of it."
"Fusion Flare, 5 PP; Special, Fire; 30ft. Deals 5d12 + Special Attack modifier damage. If Fusion Bolt was used in the same round, deals 7d12 + Special Attack modifier damage."
"G-Max Centiferno; Physical or Special, Fire; 50ft. Centiskorch's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and the foe is surrounded by a ring of fire as by the move Fire Spin, which lasts 3 rounds."
"G-Max Fireball; Physical or Special, Fire; 50ft. Cinderace's Gigantamax move. Deals 7d12 + Attack or Special Attack modifier damage, ignoring the target's abilities."
"G-Max Wildfire; Physical or Special, Fire; 50ft. Charizard's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and the target takes 2d6 + Special Attack modifier Fire damage at the end of each of it's turns for 3 rounds."
"Heat Crash, 10 PP; Physical, Fire; Melee. Deals 5d12 + Attack modifier damage if user outweighs the target by 2 or more weight classes, 3d12 + Attack modifier damage if the user outweighs the target, 2d10 + Attack modifier damage if the user weighs the same as the target or 1d10 + Attack modifier damage if the user weighs less than the target."
"Heat Wave, 10 PP; Special, Fire; 15ft radius. Make a separate attack on each target. Deals 4d12 + Special Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned."
"Incinerate, 15 PP; Special, Fire; 20ft. Deals 2d12 + Special Attack modifier damage. Removes any berries the target is holding."
"Inferno, 5 PP; Special, Fire; 30ft. Deals 5d10 + Special Attack modifier damage and burns the target."
"Inferno Overdrive; Physical or Special, Fire; 30ft. Fire type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Lava Plume, 10 PP; Special, Fire; 20ft radius. Make a separate attack on each target. Deals 4d12 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target is burned."
"Magma Storm, 5 PP; Special, Fire; 25ft radius. Make a separate attack on each target. Deals 5d10 + Special Attack modifier damage. Targets hit take 1d10 damage at the end of each of their turns for d4+1 turns, can't switch out, and their movement speeds are halved."
"Max Flare; Physical or Special, Fire; 50ft. Fire type max move. Deals 6d10 + Attack or Special Attack modifier damage, and summons sunny weather."
"Mind Blown, 5 PP; Special, Fire; 15ft radius. Make a separate attack on each target. Deals 6d10 + Special Attack modifier damage and the user takes damage equal to half of its max HP."
"Mystical Fire, 10 PP; Special, Fire; 30ft. Deals 4d10 + Special Attack modifier damage and lowers the target's Special Attack modifier by 1."
"Overheat, 5 PP; Special, Fire; 30ft. Deals 6d10 + Special Attack modifier damage and lowers the user's Special Attack by 2 stages."
"Pyro Ball, 5 PP; Physical, Fire; 20ft line. Make a separate attack on each target. Deals 5d12 + Attack modifier damage, and on hit, roll a d10. On a 10, the target is burned."
"Raging Fury, 10 PP; Physical, Fire; Melee. Deals 5d10 + Attack modifier damage, and the user is forced into using this move for 1d2+1 rounds. Once the number of rounds being forced to use this move ends, the user is confused."
"Sacred Fire, 5 PP; Physical, Fire; 30ft. Deals 5d12 + Special Attack modifier damage, and on hit, roll a d20. On even numbers, the target is burned. If the user is frostbitten, it is cured of it."
"Searing Shot, 5 PP; Special, Fire; 30ft. Deals 5d12 + Special Attack modifier damage, and on hit, roll a d10. On a 8-10, the target is burned."
"Shell Trap, 3 PP; Special, Fire; 30ft. Sets up a trap at the start of the round, regardless of turn order. When the user is damaged by a physical move, the target takes 5d10 + Special Attack modifier damage, and the move has priority."
"Sizzly Slide, 1 PP; Physical, Fire; Melee. Eevee only. Deals 4d12 + Attack modifier damage and burns the target."
"Sunny Day, 5 PP; Status, Fire; Self. Summons harsh sunlight for 5 turns."
"Temper Flare, 10 PP; Physical, Fire; 15ft. Deals 3d12 + Attack modifier damage. Each time the user misses an attack, this move gains an additional die of damage. This bonus resets when it successfully lands an attack."
"Torch Song, 10 PP; Special, Fire; 30ft. Deals 4d10 + Special Attack modifier damage, and increases user's Special Attack by 1 stage."
"V-Create, 5 PP; Special, Fire; 30ft. Deals 7d12 + Special Attack modifier damage. Decreases the user's Defense, Special Defense, and Speed by 1 stage"
"Will-O-Wisp, 15 PP; Status, Fire; 30ft. Make an attack roll using Special Attack, inflicting the target with a burn."
"Aqua Cutter, 20 PP; Physical, Water; Melee. Deals 3d12 + Attack modifier damage. Lands a critical hit on a 19-20."
"Aqua Jet, 20 PP; Physical, Water; Melee. User can move a number of feet up to the user's swimming speed before making the attack roll. Deals 2d10 + Attack modifier damage, and the move has priority."
"Aqua Ring, 1 PP; Status, Water; Self. Sets a ring around the user that restores 1d8 HP to the user at the end of each turn. When attacked, user can reduce incoming damage by 1d6."
"Aqua Step, 10 PP; Physical, Water; 15ft. The user moves adjacent to the target before making the attack roll. Deals 4d10 + Attack modifier damage, and increases user's Speed by 1 stage."
"Aqua Tail, 10 PP; Physical, Water; Melee. Deals 4d12 + Attack modifier damage."
"Bouncy Bubble, 1 PP; Special, Water; Melee. Deals 5d10 + Attack modifier damage, restores HP to user equal to half of damage dealt."
"Brine, 10 PP; Special, Water; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 3d10 + Special Attack modifier damage, or deals 6d10 + Special Attack modifier damage if the target is below half of its max HP."
"Bubble, 20 PP; Special, Water; 30ft. Deals 1d10 + Special Attack modifier damage. On hit, roll a d10. On a 10, reduce the target's Speed by 1 stage."
"Bubble Beam, 20 PP; Special, Water; 25ft line. Make a separate attack on each target. Deals 3d10 + Special Attack modifier damage. On hit, roll a d10. On a 10, reduce the target's Speed by 1 stage."
"Chilling Water, 20 PP; Special, Water; 20ft. Make a separate attack on each target within a 10ft radius of the target. Deals 2d12 + Special Attack modifier damage and reduces the target's Attack by 1 stage."
"Clamp, 15 PP; Physical, Water; Melee. Deals 1d12 + Attack modifier damage. On hit, roll a d4+1. The user and target cannot move or be switched out for that amount of turns, and the target takes 1d8 damage at the end of each of the target's turns."
"Crabhammer, 5 PP; Physical, Water; Melee. Deals 6d10 + Attack modifier damage and the move is a critical hit on a 19-20."
"Dive, 10 PP; Physical, Water; Melee. On first using this move, the user dives underwater and becomes semi-invulnerable to damage. On the next turn, the user can move up to double its movement speeds and make the attack against a target it moves to. Deals 4d10 + Attack modifier damage."
"Fishious Rend, 10 PP; Physical, Water; Melee. Deals 4d10 + Attack modifier damage. If the user attacks before the target, or the target has just been switched in, deals 7d10 + Attack modifier damage instead."
"Flip Turn, 20 PP; Physical, Water; Melee. Deals 2d10 + Attack modifier damage, and on hit, the user switches out, or moves 30 feet without taking opportunity attacks."
"G-Max Cannonade; Physical or Special, Water; 50ft. Blastoise's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and the target takes 2d6 + Special Attack modifier Water damage at the end of each of it's turns for 3 rounds."
"G-Max Foam Burst; Physical or Special, Water; 50ft. Kingler's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and lowers the Speed of all targets in range by 2 stages."
"G-Max Hydrosnipe; Physical or Special, Water; 50ft. Inteleons's Gigantamax move. Deals 6d12 + Attack or Special Attack modifier damage and ignores the target's abilities."
"G-Max Rapid Flow; Physical or Special, Water; 50ft. Rapid Strike Urshifu's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and ignores moves like Protect and Detect."
"G-Max Stonesurge; Physical or Special, Water; 50ft. Drednaw's Gigantamax move. Deals 6d10 + Attack or Special Attack modifier damage and puts down Stealth Rock centered on the target."
"Hydro Cannon, 5 PP; Special, Water; 50ft line. Make a separate attack on each target. Deals 6d12 + Special Attack modifier damage and forces the user to skip its next turn to recharge."
"Hydro Pump, 5 PP; Special, Water; 30ft line. Make a separate attack on each target. Deals 5d12 + Special Attack modifier damage."
"Hydro Steam, 15 PP; Special, Water; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 4d10 + Special Attack modifier damage, or 7d10 + Special Attack modifier in sunny weather, and damage reduction by sun for this move is ignored."
"Hydro Vortex; Physical or Special, Water; 30ft. Water type Z-Move. Deals 8d12 + Attack or Special Attack modifier damage."
"Jet Punch, 20 PP; Physical, Water; Melee. Deals 3d10 + Attack modifier damage, and the move has priority."
"Life Dew, 3 PP; Status, Water; 15ft radius. Heals all allied targets in range for 3d10 HP."
"Liquidation, 10 PP; Physical, Water; Melee. Deals 4d10 + Attack modifier damage, and on hit, roll a d10. On a 9-10, reduce the target's Defense by 1 stage."
"Max Geyser; Physical or Special, Water; 50ft. Water type max move. Deals 6d10 + Attack or Special Attack modifier damage, and summons rainy weather."
"Muddy Water, 10 PP; Special, Water; 20ft radius. Make a separate attack on each target. Deals 3d10 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target's next attack rolls twice and uses the lower result."
"Oceanic Operetta; Special, Water; 30ft radius. Primarina only Z-Move, while using Sparkling Aria. make a separate attack on each target. Deals 7d12 + Special Attack modifier damage."
"Octazooka, 10 PP; Special, Water; 30ft. Deals 3d12 + Special Attack modifier damage, and on hit, roll a d20. On even numbers, the target rolls twice and uses the lower result on their next attack."
"Origin Pulse, 5 PP; Special, Water; 15ft radius. make a separate attack on each target. Deals 5d12 + Special Attack modifier damage on hit."
"Rain Dance, 5 PP; Status, Water; Self. Summons rainy weather for 5 turns."
"Razor Shell, 10 PP; Physical, Water; Melee. Deals 3d10 + Attack modifier damage, and on hit, roll a d20. On even numbers, reduce the target's Defense by 1 stage."
"Scald, 15 PP; Special, Water; 30ft. Deals 4d10 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target is burned."
"Snipe Shot, 5 PP; Special, Water; 150ft. Deals 4d12 + Special Attack modifier damage, and this move crits on a 19-20."
"Soak, 20 PP; Status, Water; 15ft. Make an attack roll using Special Attack. On hit, the target becomes pure Water type."
"Sparkling Aria, 10 PP; Special, Water; 25ft radius. make a separate attack on each target.. Deals 5d10 + Special Attack modifier damage, and if targets have a burn, they are cured. This attack deals no damage to allies."
"Splishy Splash, 1 PP; Special, Water; 30ft. Pikachu only. Deals 4d12 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, the target is paralyzed."
"Steam Eruption, 5 PP; Special, Water; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 5d12 + Special Attack modifier damage, and on hit, roll a d10. On an 8-10, target is burned, and if the user is frostbitten, it is cured."
"Surf, 10 PP; Special, Water; Self. Summons a wave of water which the user surfs upon. When the user uses its movement and moves adjacent to a foe, it makes an attack roll. Deals 3d12 + Special Attack modifier damage, and this move's damage cannot be applied to a single target multiple times in a round. While surf is active, the user's movement speeds increase by 10 feet, and this move can hit foes while they are in the semi-invulnerable stage of Dive."
"Surging Strikes, 5 PP; Physical, Water; Melee. Make 3 attack rolls. On hit, deals 2d8 + Attack modifier damage, and each strike is a guaranteed critical hit."
"Triple Dive, 10 PP; Physical, Water; Melee. Make 3 attack rolls. On hit, deals 2d8 + Attack modifier damage."
"Water Gun, 20 PP; Special, Water; 15ft line. Make a separate attack on each target. Deals 1d12 + Special Attack modifier damage."
"Water Pledge, 5 PP; Special, Water; 30ft. Make a separate attack on each target within a 15ft radius of the target. Deals 4d12 + Special Attack modifier damage. As a reaction, when the user uses this move, an individual can use its reaction to use Grass Pledge. This nullifies the attack of the user who used Water Pledge, and the other individual uses Grass Pledge to deal 6d10 + Special Attack modifier Grass damage, creating a swampy 30ft radius terrain centered on the target which halves the movement speeds and Speed stat of all in range, the terrain lasting for 4 turns."
"Water Pulse, 15 PP; Special, Water; 20ft line. Make a separate attack on each target. Deals 3d10 + Special Attack modifier damage, and on hit, roll a d10. On a 9-10, the target is confused."
"Water Shuriken, 10 PP; Special, Water; 30ft. Roll a d4+1, making a number of attacks equal to the roll. Deals 1d6 + Special Attack modifier damage."
"Water Sport, 10 PP; Status, Water; Self. Makes all Fire type attacks deal half damage for 5 rounds."
"Water Spout, 5 PP; Special, Water; 20ft radius. Deals 5d12 + Special Attack modifier damage if user is at full HP, 3d12 + Special Attack modifier damage if user is above half HP, or 1d12 + Special Attack modifier damage if the user is below half HP."
"Waterfall, 15 PP; Physical, Water; Melee. Deals 4d12 + Attack modifier damage."
"Wave Crash, 10 PP; Physical, Water; Melee. Deals 5d12 + Attack modifier damage, and user takes recoil equal to 1/3 of the damage dealt."
"Whirlpool 10 PP; Special, Water; 15ft radius. make a separate attack on each target. Deals 1d12 + Special Attack modifier damage, and makes a riptide of water. If an individual moves inside or outside of the ring, it takes 2d6 damage, and on each turn a target stays within the ring, at the end of its turn, it takes 1d10 damage, and individuals in the ring have their movement halved and can't be switched out. The ring lasts d4+1 turns, and the user cannot use Whirlpool again until the current ring disappears."
"Withdraw, 30 PP; Status, Water; Self. Raises the user's Defense by 1 stage."
